辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),語彙素ID
,I,で,て,テ,助詞-接続助詞,,,デ,デ,和,で,デ,24874
,I,まいり,参る,マイル,動詞-非自立可能,五段-ラ行,連用形-一般,マイリ,マイリ,和,まいる,マイル,35450
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,ロシア,ロシア-Rossiya,ロシア,名詞-固有名詞-地名-国,,,ロシア,ロシア,固,ロシア,ロシア,40961
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,よる,因る,ヨル,動詞-一般,五段-ラ行,連体形-一般,ヨル,ヨル,和,よる,ヨル,39521
,I,ウクライナ,ウクライナ-Ukraina,ウクライナ,名詞-固有名詞-地名-国,,,ウクライナ,ウクライナ,固,ウクライナ,ウクライナ,3060
,I,侵略,侵略,シンリャク,名詞-普通名詞-サ変可能,,,シンリャク,シンリャク,漢,侵略,シンリャク,17584
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,つい,つく,ツク,動詞-一般,五段-カ行,連用形-イ音便,ツイ,ツイ,和,つく,ツク,24536
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,力,力,チカラ,名詞-普通名詞-一般,,,チカラ,チカラ,和,力,チカラ,23443
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,よる,因る,ヨル,動詞-一般,五段-ラ行,連体形-一般,ヨル,ヨル,和,よる,ヨル,39521
,I,一方,一方,イッポウ,名詞-普通名詞-副詞可能,,,イッポー,イッポウ,漢,一方,イッポウ,2268
,I,的,的,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
,I,現状,現状,ゲンジョウ,名詞-普通名詞-一般,,,ゲンジョー,ゲンジョウ,漢,現状,ゲンジョウ,11692
,I,変更,変更,ヘンコウ,名詞-普通名詞-サ変可能,,,ヘンコー,ヘンコウ,漢,変更,ヘンコウ,34026
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,試み,試み,ココロミ,名詞-普通名詞-一般,,,ココロミ,ココロミ,和,試み,ココロミ,12633
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,許し,許す,ユルス,動詞-一般,五段-サ行,連用形-一般,ユルシ,ユルシ,和,許す,ユルス,38938
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,なり,成る,ナル,動詞-非自立可能,五段-ラ行,連用形-一般,ナリ,ナリ,和,なる,ナル,28061
,I,ませ,ます,マス,助動詞,助動詞-マス,未然形-一般,マセ,マセ,和,ます,マス,35697
,I,ん,ず,ズ,助動詞,助動詞-ヌ,終止形-撥音便,ン,ン,和,ぬ,ヌ,19587
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,日露,日露,ニチロ,名詞-普通名詞-一般,,,ニチロ,ニチロ,漢,日露,ニチロ,28407
,I,関係,関係,カンケイ,名詞-普通名詞-サ変可能,,,カンケー,カンケイ,漢,関係,カンケイ,7546
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,厳しい,厳しい,キビシイ,形容詞-一般,形容詞,連体形-一般,キビシー,キビシイ,和,厳しい,キビシイ,8793
,I,状況,状況,ジョウキョウ,名詞-普通名詞-一般,,,ジョーキョー,ジョウキョウ,漢,状況,ジョウキョウ,18513
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,あり,有る,アル,動詞-非自立可能,五段-ラ行,連用形-一般,アリ,アリ,和,ある,アル,1216
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,が,が,ガ,助詞-接続助詞,,,ガ,ガ,和,が,ガ,7888
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,日本,日本,ニッポン,名詞-固有名詞-地名-国,,,ニッポン,ニッポン,固,日本,ニッポン,28455
,I,政府,政府,セイフ,名詞-普通名詞-一般,,,セーフ,セイフ,漢,政府,セイフ,19974
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,方針,方針,ホウシン,名詞-普通名詞-一般,,,ホーシン,ホウシン,漢,方針,ホウシン,34473
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,領土,領土,リョウド,名詞-普通名詞-一般,,,リョード,リョウド,漢,領土,リョウド,40292
,I,問題,問題,モンダイ,名詞-普通名詞-一般,,,モンダイ,モンダイ,漢,問題,モンダイ,38048
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,解決,解決,カイケツ,名詞-普通名詞-サ変可能,,,カイケツ,カイケツ,漢,解決,カイケツ,5691
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,平和,平和,ヘイワ,名詞-普通名詞-形状詞可能,,,ヘーワ,ヘイワ,漢,平和,ヘイワ,33925
,I,条約,条約,ジョウヤク,名詞-普通名詞-一般,,,ジョーヤク,ジョウヤク,漢,条約,ジョウヤク,18639
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,締結,締結,テイケツ,名詞-普通名詞-サ変可能,,,テーケツ,テイケツ,漢,締結,テイケツ,24964
,I,する,為る,スル,動詞-非自立可能,サ行変格,連体形-一般,スル,スル,和,する,スル,19537
,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス,25653
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,２,二,ニ,名詞-数詞,,,ニ,ニ,漢,２,ニ,28181
,I,０,零,レイ,名詞-数詞,,,レー,レイ,漢,０,レイ,40560
,I,２,二,ニ,名詞-数詞,,,ニ,ニ,漢,２,ニ,28181
,I,２,二,ニ,名詞-数詞,,,ニ,ニ,漢,２,ニ,28181
,I,年,年,ネン,名詞-普通名詞-助数詞可能,,,ネン,ネン,漢,年,ネン,28927
,I,１,一,イチ,名詞-数詞,,,イチ,イチ,漢,１,イチ,2050
,I,２,二,ニ,名詞-数詞,,,ニ,ニ,漢,２,ニ,28181
,I,月,月,ガツ,名詞-普通名詞-助数詞可能,,,ガツ,ガツ,漢,月,ガツ,8121
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,国家,国家,コッカ,名詞-普通名詞-一般,,,コッカ,コッカ,漢,国家,コッカ,12780
,I,安全,安全,アンゼン,名詞-普通名詞-形状詞可能,,,アンゼン,アンゼン,漢,安全,アンゼン,1366
,I,保障,保障,ホショウ,名詞-普通名詞-サ変可能,,,ホショー,ホショウ,漢,保障,ホショウ,34679
,I,戦略,戦略,センリャク,名詞-普通名詞-一般,,,センリャク,センリャク,漢,戦略,センリャク,20666
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,始め,始め,ハジメ,名詞-普通名詞-副詞可能,,,ハジメ,ハジメ,和,始め,ハジメ,29728
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,する,為る,スル,動詞-非自立可能,サ行変格,連体形-一般,スル,スル,和,する,スル,19537
,I,「,「,,補助記号-括弧開,,,,,記号,「,,33
,I,三,三,サン,名詞-数詞,,,サン,サン,漢,三,サン,14499
,I,文書,文書,ブンショ,名詞-普通名詞-一般,,,ブンショ,ブンショ,漢,文書,ブンショ,33593
,I,」,」,,補助記号-括弧閉,,,,,記号,」,,34
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,策定,策定,サクテイ,名詞-普通名詞-サ変可能,,,サクテー,サクテイ,漢,策定,サクテイ,14024
,I,以降,以降,イコウ,名詞-普通名詞-副詞可能,,,イコー,イコウ,漢,以降,イコウ,1770
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,新しい,新しい,アタラシイ,形容詞-一般,形容詞,連体形-一般,アタラシー,アタラシイ,和,新しい,アタラシイ,748
,I,戦い,戦い,タタカイ,名詞-普通名詞-一般,,,タタカイ,タタカイ,和,戦い,タタカイ,22320
,I,方,方,カタ,接尾辞-名詞的-一般,,,カタ,カタ,和,方,カタ,6596
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,顕在,顕在,ケンザイ,名詞-普通名詞-サ変可能,,,ケンザイ,ケンザイ,漢,顕在,ケンザイ,11327
,I,化,化,カ,接尾辞-名詞的-サ変可能,,,カ,カ,漢,化,カ,5577
,I,など,など,ナド,助詞-副助詞,,,ナド,ナド,和,など,ナド,27905
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,様々,様々,サマザマ,形状詞-一般,,,サマザマ,サマザマ,和,様々,サマザマ,14376
,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
,I,安全,安全,アンゼン,名詞-普通名詞-形状詞可能,,,アンゼン,アンゼン,漢,安全,アンゼン,1366
,I,保障,保障,ホショウ,名詞-普通名詞-サ変可能,,,ホショー,ホショウ,漢,保障,ホショウ,34679
,I,環境,環境,カンキョウ,名詞-普通名詞-一般,,,カンキョー,カンキョウ,漢,環境,カンキョウ,7531
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,変化,変化,ヘンカ,名詞-普通名詞-サ変可能,,,ヘンカ,ヘンカ,漢,変化,ヘンカ,34011
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,見,見る,ミル,動詞-非自立可能,上一段-マ行,未然形-一般,ミ,ミ,和,見る,ミル,36920
,I,られ,られる,ラレル,助動詞,助動詞-レル,連用形-一般,ラレ,ラレ,和,られる,ラレル,39787
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,我が,我が,ワガ,連体詞,,,ワガ,ワガ,和,我が,ワガ,41188
,I,国,国,クニ,名詞-普通名詞-一般,,,クニ,クニ,和,国,クニ,10282
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,主体,主体,シュタイ,名詞-普通名詞-一般,,,シュタイ,シュタイ,漢,主体,シュタイ,16332
,I,的,的,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
,I,防衛,防衛,ボウエイ,名詞-普通名詞-サ変可能,,,ボーエー,ボウエイ,漢,防衛,ボウエイ,35036
,I,力,力,リョク,接尾辞-名詞的-一般,,,リョク,リョク,漢,力,リョク,40327
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,抜本,抜本,バッポン,名詞-普通名詞-一般,,,バッポン,バッポン,漢,抜本,バッポン,30709
,I,的,的,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
,I,強化,強化,キョウカ,名詞-普通名詞-サ変可能,,,キョーカ,キョウカ,漢,強化,キョウカ,9167
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,進める,進める,ススメル,動詞-一般,下一段-マ行,連体形-一般,ススメル,ススメル,和,進める,ススメル,19189
,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
,I,必要,必要,ヒツヨウ,名詞-普通名詞-形状詞可能,,,ヒツヨー,ヒツヨウ,漢,必要,ヒツヨウ,31473
,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス,25653
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,この,此の,コノ,連体詞,,,コノ,コノ,和,この,コノ,12905
,I,ため,為,タメ,名詞-普通名詞-副詞可能,,,タメ,タメ,和,ため,タメ,22686
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,国家,国家,コッカ,名詞-普通名詞-一般,,,コッカ,コッカ,漢,国家,コッカ,12780
,I,安全,安全,アンゼン,名詞-普通名詞-形状詞可能,,,アンゼン,アンゼン,漢,安全,アンゼン,1366
,I,保障,保障,ホショウ,名詞-普通名詞-サ変可能,,,ホショー,ホショウ,漢,保障,ホショウ,34679
,I,戦略,戦略,センリャク,名詞-普通名詞-一般,,,センリャク,センリャク,漢,戦略,センリャク,20666
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,定める,定める,サダメル,動詞-一般,下一段-マ行,連体形-一般,サダメル,サダメル,和,定める,サダメル,14219
,I,「,「,,補助記号-括弧開,,,,,記号,「,,33
,I,対,対,タイ,名詞-普通名詞-一般,,,タイ,タイ,漢,対,タイ,21660
,I,ＧＤＰ,ＧＤＰ,ジーディーピー,名詞-普通名詞-一般,,,ジーディーピー,ジーディーピー,記号,ＧＤＰ,ジーディーピー,18852
,I,比,比,ヒ,名詞-普通名詞-一般,,,ヒ,ヒ,漢,比,ヒ,31099
,I,２,二,ニ,名詞-数詞,,,ニ,ニ,漢,２,ニ,28181
,I,％,パーセント-percent,パーセント,名詞-普通名詞-助数詞可能,,,パーセント,パーセント,外,％,パーセント,31075
,I,水準,水準,スイジュン,名詞-普通名詞-一般,,,スイジュン,スイジュン,漢,水準,スイジュン,18921
,I,」,」,,補助記号-括弧閉,,,,,記号,」,,34
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,つい,つく,ツク,動詞-一般,五段-カ行,連用形-イ音便,ツイ,ツイ,和,つく,ツク,24536
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,補正,補正,ホセイ,名詞-普通名詞-サ変可能,,,ホセー,ホセイ,漢,補正,ホセイ,34696
,I,予算,予算,ヨサン,名詞-普通名詞-一般,,,ヨサン,ヨサン,漢,予算,ヨサン,39262
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,合わせ,合わせる,アワセル,動詞-一般,下一段-サ行,連用形-一般,アワセ,アワセ,和,合わせる,アワセル,1303
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,今,今,コン,接頭辞,,,コン,コン,漢,今,コン,13139
,I,年度,年度,ネンド,名詞-普通名詞-一般,,,ネンド,ネンド,漢,年度,ネンド,28969
,I,中,中,チュウ,接尾辞-名詞的-副詞可能,,,チュー,チュウ,漢,中,チュウ,23742
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,前倒し,前倒し,マエダオシ,名詞-普通名詞-サ変可能,,,マエダオシ,マエダオシ,和,前倒し,マエダオシ,35479
,I,て,つう,ツウ,助動詞,五段-ワア行,連体形-一般,テ,テ,和,つう,ツウ,24376
,I,措置,措置,ソチ,名詞-普通名詞-サ変可能,,,ソチ,ソチ,漢,措置,ソチ,21327
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,講じ,講ずる,コウズル,動詞-一般,サ行変格,連用形-一般,コージ,コウジ,混,講ずる,コウズル,12156
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,また,又,マタ,接続詞,,,マタ,マタ,和,また,マタ,35734
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,来年,来年,ライネン,名詞-普通名詞-副詞可能,,,ライネン,ライネン,漢,来年,ライネン,39631
,I,中,中,チュウ,接尾辞-名詞的-副詞可能,,,チュー,チュウ,漢,中,チュウ,23742
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,「,「,,補助記号-括弧開,,,,,記号,「,,33
,I,三,三,サン,名詞-数詞,,,サン,サン,漢,三,サン,14499
,I,文書,文書,ブンショ,名詞-普通名詞-一般,,,ブンショ,ブンショ,漢,文書,ブンショ,33593
,I,」,」,,補助記号-括弧閉,,,,,記号,」,,34
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,改定,改定,カイテイ,名詞-普通名詞-サ変可能,,,カイテー,カイテイ,漢,改定,カイテイ,5844
,I,する,為る,スル,動詞-非自立可能,サ行変格,連体形-一般,スル,スル,和,する,スル,19537
,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,目指し,目指す,メザス,動詞-一般,五段-サ行,連用形-一般,メザシ,メザシ,和,目指す,メザス,37392
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,検討,検討,ケントウ,名詞-普通名詞-サ変可能,,,ケントー,ケントウ,漢,検討,ケントウ,11403
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,開始,開始,カイシ,名詞-普通名詞-サ変可能,,,カイシ,カイシ,漢,開始,カイシ,5736
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,防衛,防衛,ボウエイ,名詞-普通名詞-サ変可能,,,ボーエー,ボウエイ,漢,防衛,ボウエイ,35036
,I,力,力,リョク,接尾辞-名詞的-一般,,,リョク,リョク,漢,力,リョク,40327
,I,その,其の,ソノ,連体詞,,,ソノ,ソノ,和,その,ソノ,21394
,I,もの,物,モノ,名詞-普通名詞-サ変可能,,,モノ,モノ,和,もの,モノ,37875
,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ,22916
,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,連体形-一般,アル,アル,和,ある,アル,1216
,I,防衛,防衛,ボウエイ,名詞-普通名詞-サ変可能,,,ボーエー,ボウエイ,漢,防衛,ボウエイ,35036
,I,生産,生産,セイサン,名詞-普通名詞-サ変可能,,,セーサン,セイサン,漢,生産,セイサン,19803
,I,基盤,基盤,キバン,名詞-普通名詞-一般,,,キバン,キバン,漢,基盤,キバン,8785
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,技術,技術,ギジュツ,名詞-普通名詞-一般,,,ギジュツ,ギジュツ,漢,技術,ギジュツ,9798
,I,基盤,基盤,キバン,名詞-普通名詞-一般,,,キバン,キバン,漢,基盤,キバン,8785
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,強化,強化,キョウカ,名詞-普通名詞-サ変可能,,,キョーカ,キョウカ,漢,強化,キョウカ,9167
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,防衛,防衛,ボウエイ,名詞-普通名詞-サ変可能,,,ボーエー,ボウエイ,漢,防衛,ボウエイ,35036
,I,力,力,リョク,接尾辞-名詞的-一般,,,リョク,リョク,漢,力,リョク,40327
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,中核,中核,チュウカク,名詞-普通名詞-一般,,,チューカク,チュウカク,漢,中核,チュウカク,23763
,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ,22916
,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,連体形-一般,アル,アル,和,ある,アル,1216
,I,自衛,自衛,ジエイ,名詞-普通名詞-サ変可能,,,ジエー,ジエイ,漢,自衛,ジエイ,17750
,I,官,官,カン,接尾辞-名詞的-一般,,,カン,カン,漢,官,カン,7457
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,処遇,処遇,ショグウ,名詞-普通名詞-サ変可能,,,ショグー,ショグウ,漢,処遇,ショグウ,16970
,I,改善,改善,カイゼン,名詞-普通名詞-サ変可能,,,カイゼン,カイゼン,漢,改善,カイゼン,5795
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,努め,努める,ツトメル,動詞-一般,下一段-マ行,連用形-一般,ツトメ,ツトメ,和,努める,ツトメル,24661
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,憲法,憲法,ケンポウ,名詞-普通名詞-一般,,,ケンポー,ケンポウ,漢,憲法,ケンポウ,11430
,I,改正,改正,カイセイ,名詞-普通名詞-サ変可能,,,カイセー,カイセイ,漢,改正,カイセイ,5781
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,つい,つく,ツク,動詞-一般,五段-カ行,連用形-イ音便,ツイ,ツイ,和,つく,ツク,24536
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,私,私-代名詞,ワタクシ,代名詞,,,ワタクシ,ワタクシ,和,私,ワタクシ,41274
,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
,I,総理,総理,ソウリ,名詞-普通名詞-サ変可能,,,ソーリ,ソウリ,漢,総理,ソウリ,21181
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,在任,在任,ザイニン,名詞-普通名詞-サ変可能,,,ザイニン,ザイニン,漢,在任,ザイニン,14801
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,いる,居る,イル,動詞-非自立可能,上一段-ア行,連体形-一般,イル,イル,和,いる,イル,2585
,I,間,間,アイダ,名詞-普通名詞-副詞可能,,,アイダ,アイダ,和,間,アイダ,168
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,国会,国会,コッカイ,名詞-普通名詞-一般,,,コッカイ,コッカイ,漢,国会,コッカイ,12783
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,よる,因る,ヨル,動詞-一般,五段-ラ行,連体形-一般,ヨル,ヨル,和,よる,ヨル,39521
,I,発議,発議,ハツギ,名詞-普通名詞-サ変可能,,,ホツギ,ホツギ,漢,発議,ホツギ,29915
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,実現,実現,ジツゲン,名詞-普通名詞-サ変可能,,,ジツゲン,ジツゲン,漢,実現,ジツゲン,17974
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,いただく,頂く,イタダク,動詞-非自立可能,五段-カ行,連体形-一般,イタダク,イタダク,和,いただく,イタダク,2011
,I,ため,為,タメ,名詞-普通名詞-副詞可能,,,タメ,タメ,和,ため,タメ,22686
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,憲法,憲法,ケンポウ,名詞-普通名詞-一般,,,ケンポー,ケンポウ,漢,憲法,ケンポウ,11430
,I,審査,審査,シンサ,名詞-普通名詞-サ変可能,,,シンサ,シンサ,漢,審査,シンサ,17337
,I,会,会,カイ,名詞-普通名詞-一般,,,カイ,カイ,漢,会,カイ,5605
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,おけ,於く,オク,動詞-一般,文語四段-カ行,命令形,オケ,オケ,和,おく,オク,4810
,I,る,り,リ,助動詞,文語助動詞-リ,連体形-一般,ル,ル,和,り,リ,39865
,I,党派,党派,トウハ,名詞-普通名詞-一般,,,トーハ,トウハ,漢,党派,トウハ,26102
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,超え,越える,コエル,動詞-一般,下一段-ア行,連用形-一般,コエ,コエ,和,超える,コエル,12463
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,建設,建設,ケンセツ,名詞-普通名詞-サ変可能,,,ケンセツ,ケンセツ,漢,建設,ケンセツ,11373
,I,的,的,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
,I,議論,議論,ギロン,名詞-普通名詞-サ変可能,,,ギロン,ギロン,漢,議論,ギロン,9967
,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
,I,加速,加速,カソク,名詞-普通名詞-サ変可能,,,カソク,カソク,漢,加速,カソク,6584
,I,する,為る,スル,動詞-非自立可能,サ行変格,終止形-一般,スル,スル,和,する,スル,19537
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,とも,共,トモ,名詞-普通名詞-一般,,,トモ,トモ,和,とも,トモ,26643
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,国民,国民,コクミン,名詞-普通名詞-一般,,,コクミン,コクミン,漢,国民,コクミン,12579
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,皆,皆,ミナ,名詞-普通名詞-副詞可能,,,ミナ,ミナ,和,皆,ミナ,36678
,I,様,様,サマ,接尾辞-名詞的-一般,,,サマ,サマ,和,様,サマ,14374
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,間,間,アイダ,名詞-普通名詞-副詞可能,,,アイダ,アイダ,和,間,アイダ,168
,I,で,で,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,積極,積極,セッキョク,名詞-普通名詞-一般,,,セッキョク,セッキョク,漢,積極,セッキョク,20177
,I,的,的,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
,I,議論,議論,ギロン,名詞-普通名詞-サ変可能,,,ギロン,ギロン,漢,議論,ギロン,9967
,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
,I,深まっ,深まる,フカマル,動詞-一般,五段-ラ行,連用形-促音便,フカマッ,フカマッ,和,深まる,フカマル,32545
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,いく,行く,イク,動詞-非自立可能,五段-カ行,連体形-一般,イク,イク,和,いく,イク,1713
